공고명,사업요약
2025년 스위치 및 감지기류 총액 구매(특수조건 필독),스위치·감지기류 총액 구매
"2025년 시민참여 프로그램 검은벽돌의말들 임차, 설치, 운용",검은벽돌의말들 임차·설치·운용
2025년 시설물 보수공사 재해예방 건설엔지니어링(기술지도),시설물 보수공사 재해예방 기술지도
2025년 시설물 통합정보관리시스템 유지관리 위탁운영용역,시설물 통합정보관리시스템 유지관리
2025년 시약·초자류(Total DNA Extraction S & V Kit)  연간 단가계약,시약·초자류(DNA추출키트) 단가계약
2025년 시흥경찰서어린이집 식자재 납품업체선정 입찰공고,시흥경찰서어린이집 식자재 납품
2025년 식품소재 및 반가공산업 육성사업 저온저장고 신축공사(민간입찰대행),식품소재 저온저장고 신축공사
2025년 식품의약품안전처 검사업무 담당직원 근무복 구매,식약처 검사담당 근무복 구매
2025년 신규 위생용품 수입정보시스템 전산관리 고도화를 위한 전략 마련,위생용품 수입정보시스템 고도화 전략
2025년 신규채용 면접시험 종사자 등 식사 제공(수의시담),신규채용 면접 종사자 식사 제공
2025년 신규채용 면접시험장 보안 등 관리용역(수의시담),신규채용 면접시험장 보안 관리
2025년 신규채용 면접시험장 현수막 등 제작·설치(수의시담),신규채용 면접시험장 현수막 제작설치
2025년 신기술 접목 차세대 영농인 육성 지원사업 물품 구입 공고(민간입찰대행),차세대 영농인 육성 물품 구입
2025년 신기술보급사업 평가 및 영농활용 만족도 조사 용역,신기술보급 평가·영농활용 만족도 조사
2025년 신문 기사 원문 및 온라인 매체 게시 자료 구축,신문기사 원문·온라인매체 자료 구축
2025년 신선농산물 수출단지 조성사업 농기계 구입[민간입찰 대행],신선농산물 수출단지 농기계 구입
2025년 신은마을만들기 지역역량강화사업 용역 견적 제출 공고,신은마을만들기 지역역량강화
2025년 신임실무 세대간 소통 워크숍 위탁운영 용역 계약,신임실무 세대간 소통 워크숍 운영
2025년 신체검사장비 자동혈구계수기(혈액학분석기) 구매,신체검사장비 자동혈구계수기 구매
2025년 실시간 빈산소수괴 관측시스템 설치 및 유지보수,실시간 빈산소수괴 관측시스템 설치
"2025년 실제화재, 사고상황재현 훈련시설 유지보수 관리용역",화재·사고상황재현 훈련시설 유지보수
2025년 실험동물자원은행 보관장비(액체질소통 등) 정기예방점검·보수 및 밸리데이션,실험동물자원은행 보관장비 점검·보수
2025년 실험동물자원은행 보관장비(초정온냉동고) 정기예방점검 유지보수,실험동물자원은행 초정온냉동고 유지보수
2025년 아산시 거점세척소독시설(석정리) 운영(4~6월) 용역 소액수의 견적제출 공고,아산시 거점세척소독시설 운영(4~6월)
2025년 아산시 거점세척소독시설(석정리) 운영(7~9월) 용역,아산시 거점세척소독시설 운영(7~9월)
2025년 아산시 거점소독시설(효자리) 운영(4~6월) 용역 소액수의 견적제출 공고,아산시 거점소독시설 운영(4~6월)
2025년 아산시 거점소독시설(효자리) 운영(7~9월) 용역,아산시 거점소독시설 운영(7~9월)
2025년 아시아문화박물관 아시아문화 콘텐츠 미디어월 영상 제작 설치,아시아문화박물관 미디어월 영상 제작
2025년 아이돌봄인력 자격검증(인·적성검사) 운영 용역,아이돌봄인력 자격검증 운영
2025년 아이돌봄인력 자격검증(인·적성검사) 운영 용역(수의시담),아이돌봄인력 자격검증 운영(수의)
2025년 아태지역 개도국과 항만분야 협력 강화 및 기업진출 지원 연구용역,아태 개도국 항만협력·기업진출 연구
2025년 악어봉탐방로 자동통제시설 및 CCTV 설치사업,악어봉탐방로 자동통제시설·CCTV 설치
2025년 악취저감 안개분무시설 지원사업 물품 구입 공고(민간입찰대행),악취저감 안개분무시설 물품 구입
2025년 안산 대부포도축제 행사 대행 용역(민간입찰대행),안산 대부포도축제 행사 대행
2025년 안산단원경찰서 지구대 및 파출소 청소용역(변경공고),안산단원경찰서 지구대·파출소 청소
2025년 안전과 감정장비(초고속카메라조명 부대설비) 구매,안전과 감정장비(초고속카메라조명) 구매
2025년 안전과 감정장비(혈흔형태 분석용 3D 스캐너) 구매,안전과 감정장비(혈흔분석 3D스캐너) 구매
2025년 약국재료[약봉투(소) 등 17종] 구매(긴급),약국재료(약봉투 등 17종) 구매
2025년 양돈농가 ASF (아프리카돼지열병) 대비 야생동물기피제 구입,양돈농가 ASF 야생동물기피제 구입
2025년 양산시 축산종합방역소 소독 폐수 위탁 처리 용역,양산시 축산방역소 소독폐수 위탁처리
2025년 양산시 축산종합방역소 소독 폐수 위탁처리 용역 수의견적 제출안내 공고,양산시 축산방역소 소독폐수 위탁처리
2025년 양양군 아프리카돼지열병 및 럼피스킨 관련 가축매몰지 관리·소멸사업 실시 용역,양양군 ASF·럼피스킨 가축매몰지 관리
2025년 양양출장소 관내 도로안전 및 환경개선 발주공사 재해예방 기술지도용역,양양 도로안전·환경개선 재해예방 지도
2025년 양양출장소 관내 도로유지보수 발주공사 재해예방 기술지도용역,양양 도로유지보수 재해예방 기술지도
2025년 양양출장소 유류(경유)구매 단가계약 입찰공고(긴급),양양출장소 유류(경유) 단가계약
2025년 양양출장소 제2종시설물(옹벽)정밀안전점검·성능평가 및 도로구조물 현황조사용역,양양출장소 옹벽 정밀안전점검·성능평가
"2025년 양주 온릉, 파주 소령원·수길원 방화선 정비 사업",양주 온릉·파주 소령원 방화선 정비
2025년 양파·마늘주산지 일관기계화 우수모델 육성 사업용 농기계 (자주형 동력 수집기(중형)),양파·마늘 농기계(동력수집기 중형)
2025년 양파·마늘주산지 일관기계화 우수모델 육성 사업용 농기계 (자주형 마늘 수확기(승용형)),양파·마늘 농기계(마늘수확기 승용)
2025년 양파·마늘주산지 일관기계화 우수모델 육성 사업용 농기계 구입 (동력분무기(승용형)  (붐스프레이어)),양파·마늘 농기계(붐스프레이어)
2025년 양파·마늘주산지 일관기계화 우수모델 육성 사업용 농기계 구입 (양파정식기(승용형) 외 1건),양파·마늘 농기계(양파정식기 외 1건)
2025년 양파마늘 주산지 일관기계화 우수모델 육성 사업 농기계(자주형 동력 수집기) 구입,양파마늘 농기계(자주형 동력수집기)
2025년 어린나무가꾸기(제6차) 사업 지명경쟁 입찰 공고,어린나무가꾸기(6차) 지명경쟁 입찰
2025년 어린이·노인 등 교통약자 교통안전 정책 홍보 용역,교통약자 교통안전 정책 홍보
2025년 어린이·청소년 담당 사서 역량강화 워크숍 운영,어린이·청소년 사서 역량강화 워크숍
2025년 어린이·청소년 독서 및 도서관 이용 현황 조사,어린이·청소년 독서·도서관 이용 조사
2025년 언어소외계층 국어능력 향상 프로그램 운영 위탁,언어소외계층 국어능력 향상 프로그램
2025년 언어정보나눔터시스템 개선 및 고도화 사업 감리,언어정보나눔터시스템 고도화 감리
2025년 업무효율화를 위한 업무자동화(RPA) 프로그램 연구,업무자동화(RPA) 프로그램 연구
2025년 여수경찰서 지구대 및 파출소 청소용역 입찰 공고,여수경찰서 지구대·파출소 청소
2025년 여수경찰서어린이집 식자재 납품업체 선정 입찰 공고,여수경찰서어린이집 식자재 납품
2025년 여수세관 선박용 유류(저유황경유) 연간 단가 계약,여수세관 선박용 유류 단가계약
2025년 여우복원사업 지역사회 협력 증진을 위한 포장재 지원,여우복원 지역협력 포장재 지원
2025년 연구사업 부유생물(동ㆍ식물플랑크톤) 시료 분석 용역,부유생물(플랑크톤) 시료 분석
2025년 연구용역([기획] 북태평양고기압 국제공동 연구개발 상세 계획) 계약,북태평양고기압 국제공동 연구개발 계획
2025년 연구용역(사례분석을 통한 중규모 강수 발달 사전 탐지 연구) 계약,중규모 강수 발달 사전탐지 연구
2025년 연구용역사업(기계학습을 이용한 레이더 기반 위험기상 탐색 및 분석 정보 제공기술 개발),기계학습 레이더 위험기상 탐색 기술
2025년 연구용역사업(레이더 기반 누적강수 및 강설정보 분석 기술 개발),레이더 누적강수·강설정보 분석 기술
2025년 연구용역사업(연직바람관측장비 현업 활용기술 개발 연구),연직바람관측장비 현업 활용기술 연구
2025년 연속간행물 자료 디지털화 및 지식정보자원 공유기반 구축사업,연속간행물 디지털화·정보자원 공유 구축
2025년 영농부산물 안전처리 지원 사업(영농부산물 파쇄 용역),영농부산물 안전처리(파쇄)
2025년 영주국토 관내(1권역) 비탈면 모니터링 시스템 구축 용역,영주국토(1권역) 비탈면 모니터링 구축
2025년 영주국토 관내(2권역) 비탈면 모니터링 시스템 구축 용역,영주국토(2권역) 비탈면 모니터링 구축
2025년 예산국토 관내 비탈면 모니터링 시스템 구축 용역,예산국토 비탈면 모니터링 시스템 구축
"2025년 예산국토 관내(아산, 서산) 배수시설 정비공사",예산국토(아산·서산) 배수시설 정비
"2025년 예술의전당 사업장일반폐기물 수거 용역(단가)(소의견적-중소기업,소상공인 대상)",예술의전당 사업장일반폐기물 수거
"2025년 예술의전당 사업장일반폐기물 수거 용역(단가)(수의견적-소기업,소상공인 대상)",예술의전당 사업장일반폐기물 수거
"2025년 예술의전당 사업장일반폐기물 수거 용역(단가)(수의견적-중소기업, 소상공인 대상)",예술의전당 사업장일반폐기물 수거
"2025년 예술의전당 시설지원팀 상반기 시설물 유지보수용 자재구매(수의견적-여성,장애인,사회적기업)",예술의전당 상반기 시설유지보수 자재
"2025년 예술의전당 시설지원팀 하반기 시설물 유지보수용 자재구매(수의견적-여성,장애인,사회적기업 대상)",예술의전당 하반기 시설유지보수 자재
2025년 예술의전당 오페라하우스 무대기계 정기(수시)점검 용역,예술의전당 오페라하우스 무대기계 점검
2025년 예술의전당 한중일 국제 서예 교류사업 행사 운영 대행 용역(긴급),예술의전당 한중일 서예교류 행사 운영
2025년 예술의전당 환경미화관리 청소용 일반소모품(세제 등 71종) 연간 단가 구매(장애인 표준사업장 대상),예술의전당 환경미화 청소소모품 단가
2025년 오대산 문화유산지구 무장애탐방로 피안교 정밀안전점검용역,오대산 무장애탐방로 피안교 안전점검
2025년 오대산국립공원 산문주차장 전면개선사업 CCTV 설치,오대산 산문주차장 개선 CCTV 설치
2025년 오대산사무소 소금강산야영장 체류인프라 청소용역,소금강산야영장 체류인프라 청소
2025년 오도산자연휴양림 숙박시설 리모델링 사업(건축공사),오도산휴양림 숙박시설 리모델링(건축)
2025년 오도산자연휴양림 숙박시설 리모델링 사업(전기공사),오도산휴양림 숙박시설 리모델링(전기)
2025년 오산경찰서어린이집 식자재 납품업체 선정 입찰 공고,오산경찰서어린이집 식자재 납품
2025년 오산마을만들기 지역역량강화사업 용역 견적제출 공고,오산마을만들기 지역역량강화
2025년 오송보건의료 행정타운 보일러 세관 및 정비 공사(견적입찰),오송보건의료타운 보일러 세관·정비
2025년 오송보건의료행정타운 셔틀버스 운행용역 재추진(긴급),오송보건의료타운 셔틀버스 운행
2025년 오송보건의료행정타운 재산종합보험 가입 용역(긴급),오송보건의료타운 재산종합보험 가입
2025년 오송보건의료행정타운 정제수 제조설비 유지보수 관리 용역,오송보건의료타운 정제수설비 유지보수
